uniprot_ID	reviewed	uniprot_name	protein	gene_name_long	organism	organism_id	refseq	kegg	length	locus_tag	pathway	go_ids	go_bp	localization
Q8DR63	unreviewed	Q8DR63_STRR6	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	cpsO spr0323	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357917.1; NC_003098.1.;WP_000600899.1; NC_003098.1.;	spr:spr0323	283	spr0323	PATHWAY: Carbohydrate biosynthesis; dTDP-L-rhamnose biosynthesis. {ECO:0000256|RuleBase:RU364082}.	GO:0005829; GO:0006556; GO:0008831; GO:0019305; GO:0045226; GO:0048269; GO:0048270	dTDP-rhamnose biosynthetic process [GO:0019305]; extracellular polysaccharide biosynthetic process [GO:0045226]; S-adenosylmethionine biosynthetic process [GO:0006556]	unknown
Q8DR64	unreviewed	Q8DR64_STRR6	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	cpsN spr0322	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357916.1; NC_003098.1.;WP_000141499.1; NC_003098.1.;	spr:spr0322	349	spr0322	NA	GO:0008460; GO:0010253; GO:0010280; GO:0050377; GO:0051555	flavonol biosynthetic process [GO:0051555]; UDP-rhamnose biosynthetic process [GO:0010253]	unknown
Q8DR67	unreviewed	Q8DR67_STRR6	Alpha, 1-6-glucosidase (EC 3.2.1.70)	dexB spr0310	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357904.1; NC_003098.1.;WP_001156772.1; NC_003098.1.;	spr:spr0310	535	spr0310	NA	GO:0000025; GO:0004556; GO:0004574; GO:0004575; GO:0005987; GO:0006865; GO:0009313; GO:0032450; GO:0033934; GO:0043896	amino acid transport [GO:0006865]; maltose catabolic process [GO:0000025]; oligosaccharide catabolic process [GO:0009313]; sucrose catabolic process [GO:0005987]	unknown
Q8DR70	reviewed	FTSL_STRR6	Cell division protein FtsL	ftsL spr0303	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357897.1; NC_003098.1.;WP_000818547.1; NC_003098.1.;	spr:spr0303	105	spr0303	NA	GO:0005886; GO:0032153; GO:0043093	FtsZ-dependent cytokinesis [GO:0043093]	inner membrane
Q8DR82	unreviewed	Q8DR82_STRR6	Glutathione peroxidase	basA spr0285	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357879.1; NC_003098.1.;WP_000203066.1; NC_003098.1.;	spr:spr0285	158	spr0285	NA	GO:0004602; GO:0005829; GO:0034599; GO:0047066	cellular response to oxidative stress [GO:0034599]	unknown
Q8DR84	unreviewed	Q8DR84_STRR6	Permease IIC component	PTS-EII spr0282	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357876.1; NC_003098.1.;WP_000372712.1; NC_003098.1.;	spr:spr0282	448	spr0282	NA	GO:0005886; GO:0008982; GO:0009401; GO:1901264	carbohydrate derivative transport [GO:1901264]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	unknown
Q8DR85	unreviewed	Q8DR85_STRR6	Phosphotransferase system sugar-specific EII component (EC 2.7.1.69)	PTS-EII spr0280	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357874.1; NC_003098.1.;WP_001070943.1; NC_003098.1.;	spr:spr0280	104	spr0280	NA	GO:0009401; GO:0046872; GO:0103111	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	unknown
Q8DR89	unreviewed	Q8DR89_STRR6	6-phospho-beta-glucosidase (EC 3.2.1.86)	bglA spr0276	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357870.1; NC_003098.1.;WP_000206473.1; NC_003098.1.;	spr:spr0276	478	spr0276	NA	GO:0005829; GO:0008422; GO:0008706; GO:0016052; GO:0103047	carbohydrate catabolic process [GO:0016052]	unknown
Q8DR94	unreviewed	Q8DR94_STRR6	Xanthine/uracil permease family protein	spr0264	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357858.1; NC_003098.1.;	spr:spr0264	490	spr0264	NA	GO:0005345; GO:0005886; GO:0015207; GO:0015854	guanine transport [GO:0015854]	inner membrane
Q8DR96	unreviewed	Q8DR96_STRR6	Alcohol dehydrogenase (EC 1.1.1.1)	adhP spr0262	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357856.1; NC_003098.1.;WP_000649161.1; NC_003098.1.;	spr:spr0262	339	spr0262	NA	GO:0004022; GO:0005737; GO:0008270; GO:0046187	acetaldehyde catabolic process [GO:0046187]	unknown
Q8DR97	unreviewed	Q8DR97_STRR6	PTS system mannose-specific EIIAB component (EC 2.7.1.191) (EIIAB-Man) (EIII-Man)	manL spr0261	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357855.1; NC_003098.1.;	spr:spr0261	332	spr0261	NA	GO:0005737; GO:0005886; GO:0008982; GO:0009401; GO:0016301; GO:0016310	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; phosphorylation [GO:0016310]	cytoplasm
Q8DRA0	unreviewed	Q8DRA0_STRR6	Aminopeptidase	pepC spr0258	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357852.1; NC_003098.1.;WP_000991674.1; NC_003098.1.;	spr:spr0258	444	spr0258	NA	GO:0004177; GO:0005737; GO:0006508; GO:0008234; GO:0009636; GO:0043418; GO:0070005	homocysteine catabolic process [GO:0043418]; proteolysis [GO:0006508]; response to toxic substance [GO:0009636]	unknown
Q8DRA1	unreviewed	Q8DRA1_STRR6	Pseudouridine synthase (EC 5.4.99.-)	rsuA spr0256	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357850.1; NC_003098.1.;WP_001234884.1; NC_003098.1.;	spr:spr0256	240	spr0256	NA	GO:0000455; GO:0003723; GO:0016829; GO:0120159	enzyme-directed rRNA pseudouridine synthesis [GO:0000455]	unknown
Q8DRA3	unreviewed	Q8DRA3_STRR6	Aminopeptidase (EC 3.4.11.-)	pepS spr0254	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357848.1; NC_003098.1.;WP_000243931.1; NC_003098.1.;	spr:spr0254	413	spr0254	NA	GO:0004177; GO:0006508; GO:0008237; GO:0046872	proteolysis [GO:0006508]	unknown
Q8DRA5	reviewed	DPO3_STRR6	DNA polymerase III PolC-type (PolIII) (EC 2.7.7.7)	polC spr0251	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357845.1; NC_003098.1.;WP_000071396.1; NC_003098.1.;	spr:spr0251	1463	spr0251	NA	GO:0003677; GO:0003887; GO:0005737; GO:0006261; GO:0008408	DNA-templated DNA replication [GO:0006261]	cytoplasm
Q8DRA6	unreviewed	Q8DRA6_STRR6	pullulanase (EC 3.2.1.41) (Alpha-dextrin endo-1,6-alpha-glucosidase) (Pullulan 6-glucanohydrolase)	pulA spr0247	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357841.1; NC_003098.1.;WP_001232763.1; NC_003098.1.;	spr:spr0247	1256	spr0247	NA	GO:0005975; GO:0016020; GO:0030246; GO:0051060	carbohydrate metabolic process [GO:0005975]	unknown
Q8DRB1	reviewed	Y242_STRR6	Putative zinc metalloprotease spr0242 (EC 3.4.24.-)	spr0242	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357836.1; NC_003098.1.;WP_000900660.1; NC_003098.1.;	spr:spr0242	419	spr0242	NA	GO:0004222; GO:0005886; GO:0006508; GO:0046872	proteolysis [GO:0006508]	inner membrane
Q8DRB2	unreviewed	Q8DRB2_STRR6	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	cdsA spr0241	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357835.1; NC_003098.1.;WP_000189869.1; NC_003098.1.;	spr:spr0241	267	spr0241	PATHWAY: Lipid metabolism. {ECO:0000256|ARBA:ARBA00005189}.; PATHWAY: Phospholipid metabolism; CDP-diacylglycerol biosynthesis; CDP-diacylglycerol from sn-glycerol 3-phosphate: step 3/3. {ECO:0000256|ARBA:ARBA00005119, ECO:0000256|RuleBase:RU003938}.	GO:0004605; GO:0005886; GO:0016024	CDP-diacylglycerol biosynthetic process [GO:0016024]	unknown
Q8DRB6	reviewed	SYL_STRR6	Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	leuS spr0235	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357829.1; NC_003098.1.;WP_000011789.1; NC_003098.1.;	spr:spr0235	833	spr0235	NA	GO:0002161; GO:0004823; GO:0005524; GO:0005829; GO:0006429	leucyl-tRNA aminoacylation [GO:0006429]	cytoplasm
Q8DRB7	unreviewed	Q8DRB7_STRR6	Glycerol dehydrogenase (EC 1.1.1.6)	gldA spr0234	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357828.1; NC_003098.1.;WP_001217828.1; NC_003098.1.;	spr:spr0234	362	spr0234	PATHWAY: Polyol metabolism; glycerol fermentation; glycerone phosphate from glycerol (oxidative route): step 1/2. {ECO:0000256|ARBA:ARBA00037918}.	GO:0005829; GO:0006071; GO:0008888; GO:0046872	glycerol metabolic process [GO:0006071]	unknown
Q8DRC0	unreviewed	Q8DRC0_STRR6	Permease IIC component	PTS-EIIC spr0231	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357825.1; NC_003098.1.;	spr:spr0231	440	spr0231	NA	GO:0005886; GO:0008982; GO:0009401; GO:1901264; GO:1902815	carbohydrate derivative transport [GO:1901264]; N,N'-diacetylchitobiose import [GO:1902815]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	unknown
Q8DRC2	unreviewed	Q8DRC2_STRR6	Phosphotransferase system sugar-specific EIIA component (EC 2.7.1.69)	PTS-EIIA spr0229	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357823.1; NC_003098.1.;WP_000425250.1; NC_003098.1.;	spr:spr0229	106	spr0229	NA	GO:0009401; GO:0046872; GO:0103111	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	unknown
Q8DRD1	unreviewed	Q8DRD1_STRR6	Phosphoglycerate mutase 2 paralog (EC 5.4.2.-)	gpmB spr0219	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357813.1; NC_003098.1.;	spr:spr0219	249	spr0219	NA	GO:0004331; GO:0005737; GO:0005829; GO:0016791; GO:0016853; GO:0043456; GO:0045820	negative regulation of glycolytic process [GO:0045820]; regulation of pentose-phosphate shunt [GO:0043456]	unknown
Q8DRD5	unreviewed	Q8DRD5_STRR6	Protein translocase subunit SecY	secY spr0209	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357803.1; NC_003098.1.;WP_000465397.1; NC_003098.1.;	spr:spr0209	436	spr0209	NA	GO:0005048; GO:0005886; GO:0006616; GO:0008320; GO:0031522; GO:0043952	protein transport by the Sec complex [GO:0043952]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]	inner membrane
Q8DRD6	unreviewed	Q8DRD6_STRR6	Anaerobic ribonucleoside-triphosphate reductase-activating protein (EC 1.97.1.-)	nrdG spr0185	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357779.1; NC_003098.1.;WP_001064217.1; NC_003098.1.;	spr:spr0185	196	spr0185	NA	GO:0004748; GO:0043365; GO:0046872; GO:0051539	NA	unknown
Q8DRD7	unreviewed	Q8DRD7_STRR6	Ribonucleotide reductase, class III, anaerobic (EC 1.17.4.2)	nrdD spr0183	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357777.1; NC_003098.1.;	spr:spr0183	737	spr0183	NA	GO:0004748; GO:0005524; GO:0006260; GO:0008998; GO:0009265; GO:0031250	2'-deoxyribonucleotide biosynthetic process [GO:0009265]; DNA replication [GO:0006260]	unknown
Q8DRE0	unreviewed	Q8DRE0_STRR6	tetrahydrofolate synthase (EC 6.3.2.17) (Tetrahydrofolylpolyglutamate synthase)	folC spr0178	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357772.1; NC_003098.1.;	spr:spr0178	418	spr0178	NA	GO:0004326; GO:0005524; GO:0005737; GO:0005829; GO:0008841; GO:0009252; GO:0009396; GO:0046872	folic acid-containing compound biosynthetic process [GO:0009396]; peptidoglycan biosynthetic process [GO:0009252]	unknown
Q8DRE2	reviewed	YQGF_STRR6	Putative pre-16S rRNA nuclease (EC 3.1.-.-)	spr0176	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357770.1; NC_003098.1.;WP_001808830.1; NC_003098.1.;	spr:spr0176	139	spr0176	NA	GO:0000967; GO:0004518; GO:0005829	rRNA 5'-end processing [GO:0000967]	cytoplasm
Q8DRE8	reviewed	RUVA_STRR6	Holliday junction branch migration complex subunit RuvA	ruvA spr0165	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357759.1; NC_003098.1.;WP_000271489.1; NC_003098.1.;	spr:spr0165	197	spr0165	NA	GO:0000400; GO:0005524; GO:0005737; GO:0006281; GO:0006310; GO:0009378; GO:0009379; GO:0048476	DNA recombination [GO:0006310]; DNA repair [GO:0006281]	cytoplasm
Q8DRF0	unreviewed	Q8DRF0_STRR6	Riboflavin synthase (EC 2.5.1.9)	ribC spr0163	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357757.1; NC_003098.1.;WP_000493840.1; NC_003098.1.;	spr:spr0163	211	spr0163	PATHWAY: Cofactor biosynthesis; riboflavin biosynthesis; riboflavin from 2-hydroxy-3-oxobutyl phosphate and 5-amino-6-(D-ribitylamino)uracil: step 2/2. {ECO:0000256|ARBA:ARBA00004887}.	GO:0004746; GO:0009231	riboflavin biosynthetic process [GO:0009231]	unknown
Q8DRF8	unreviewed	Q8DRF8_STRR6	ABC transmembrane type-1 domain-containing protein	ABC-MSD spr0150	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357744.1; NC_003098.1.;WP_000444643.1; NC_003098.1.;	spr:spr0150	230	spr0150	NA	GO:0005886; GO:0048473	D-methionine transmembrane transport [GO:0048473]	inner membrane
Q8DRG1	unreviewed	Q8DRG1_STRR6	Lipoprotein	ABC-SBP spr0147	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357741.1; NC_003098.1.;WP_000694507.1; NC_003098.1.;	spr:spr0147	284	spr0147	NA	GO:0016020	NA	unknown
Q8DRG5	unreviewed	Q8DRG5_STRR6	UDP-glucose 6-dehydrogenase (EC 1.1.1.22)	ugd spr0139	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357733.1; NC_003098.1.;WP_001017605.1; NC_003098.1.;	spr:spr0139	390	spr0139	PATHWAY: Nucleotide-sugar biosynthesis; UDP-alpha-D-glucuronate biosynthesis; UDP-alpha-D-glucuronate from UDP-alpha-D-glucose: step 1/1. {ECO:0000256|ARBA:ARBA00004701}.	GO:0000271; GO:0003979; GO:0006065; GO:0051287	polysaccharide biosynthetic process [GO:0000271]; UDP-glucuronate biosynthetic process [GO:0006065]	unknown
Q8DRH3	unreviewed	Q8DRH3_STRR6	[Ribosomal protein bS18]-alanine N-acetyltransferase (EC 2.3.1.266)	rimI spr0130	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357724.1; NC_003098.1.;WP_000569840.1; NC_003098.1.;	spr:spr0130	145	spr0130	NA	GO:0005737; GO:0005840; GO:0008999	NA	cytoplasm
Q8DRH6	reviewed	RPOY_STRR6	DNA-directed RNA polymerase subunit epsilon (RNAP epsilon subunit) (EC 2.7.7.6) (RNA polymerase epsilon subunit) (Transcriptase subunit epsilon)	rpoY spr0126	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357720.1; NC_003098.1.;WP_000639589.1; NC_003098.1.;	spr:spr0126	77	spr0126	NA	GO:0000428; GO:0003677; GO:0003899; GO:0006351	DNA-templated transcription [GO:0006351]	unknown
Q8DRH7	unreviewed	Q8DRH7_STRR6	Ribonuclease J (RNase J) (EC 3.1.-.-)	rnj spr0125	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357719.1; NC_003098.1.;	spr:spr0125	610	spr0125	NA	GO:0003723; GO:0004521; GO:0004534; GO:0005737; GO:0006364; GO:0008270	rRNA processing [GO:0006364]	cytoplasm
Q8DRH8	reviewed	MNMG_STRR6	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG (Glucose-inhibited division protein A)	mnmG gidA spr0124	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357718.1; NC_003098.1.;WP_000639151.1; NC_003098.1.;	spr:spr0124	637	spr0124	NA	GO:0002098; GO:0005829; GO:0030488; GO:0050660	tRNA methylation [GO:0030488]; tRNA wobble uridine modification [GO:0002098]	cytoplasm
Q8DRI2	unreviewed	Q8DRI2_STRR6	Transporter, truncation	spr0106	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357700.1; NC_003098.1.;	spr:spr0106	644	spr0106	NA	GO:0005524; GO:0006508; GO:0008234; GO:0016020; GO:0016887; GO:0034040; GO:0055085; GO:0140359	proteolysis [GO:0006508]; transmembrane transport [GO:0055085]	unknown
Q8DRI4	reviewed	ARLY_STRR6	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	argH spr0103	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357697.1; NC_003098.1.;WP_001107614.1; NC_003098.1.;	spr:spr0103	463	spr0103	PATHWAY: Amino-acid biosynthesis; L-arginine biosynthesis; L-arginine from L-ornithine and carbamoyl phosphate: step 3/3. {ECO:0000255|HAMAP-Rule:MF_00006}.	GO:0004056; GO:0005829; GO:0042450	arginine biosynthetic process via ornithine [GO:0042450]	cytoplasm
Q8DRI9	unreviewed	Q8DRI9_STRR6	L-serine deaminase	sdaB spr0095	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357689.1; NC_003098.1.;WP_000838912.1; NC_003098.1.;	spr:spr0095	223	spr0095	PATHWAY: Carbohydrate biosynthesis; gluconeogenesis. {ECO:0000256|ARBA:ARBA00004742, ECO:0000256|PIRNR:PIRNR036692}.	GO:0003941; GO:0006094; GO:0046872; GO:0051539	gluconeogenesis [GO:0006094]	unknown
Q8DRJ0	unreviewed	Q8DRJ0_STRR6	L-serine dehydratase (EC 4.3.1.17)	sdaA spr0094	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357688.1; NC_003098.1.;WP_000500038.1; NC_003098.1.;	spr:spr0094	290	spr0094	PATHWAY: Carbohydrate biosynthesis; gluconeogenesis. {ECO:0000256|ARBA:ARBA00004742}.	GO:0003941; GO:0006094; GO:0046872; GO:0051539	gluconeogenesis [GO:0006094]	unknown
Q8DRK0	unreviewed	Q8DRK0_STRR6	histidine kinase (EC 2.7.13.3)	hk08 spr0077	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357671.1; NC_003098.1.;WP_000769768.1; NC_003098.1.;	spr:spr0077	350	spr0077	NA	GO:0000155; GO:0004721; GO:0005886; GO:0016036	cellular response to phosphate starvation [GO:0016036]	unknown
Q8DRK6	unreviewed	Q8DRK6_STRR6	Uridine phosphorylase (EC 2.4.2.3)	spr0068	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357662.1; NC_003098.1.;WP_000614999.1; NC_003098.1.;	spr:spr0068	254	spr0068	NA	GO:0004731; GO:0004850; GO:0005829; GO:0006152; GO:0006218	purine nucleoside catabolic process [GO:0006152]; uridine catabolic process [GO:0006218]	unknown
Q8DRK9	unreviewed	Q8DRK9_STRR6	Tagatose-6-phosphate ketose/aldose isomerase (EC 5.3.1.-)	agaS spr0064	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357658.1; NC_003098.1.;WP_000903562.1; NC_003098.1.;	spr:spr0064	388	spr0064	NA	GO:0009401; GO:0016787; GO:0016853; GO:0097367; GO:1901135	carbohydrate derivative metabolic process [GO:1901135]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	unknown
Q8DRL6	unreviewed	Q8DRL6_STRR6	Beta-N-acetyl-hexosaminidase (EC 3.2.1.52)	strH spr0057	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357651.1; NC_003098.1.;WP_000679939.1; NC_003098.1.;	spr:spr0057	1312	spr0057	NA	GO:0004563; GO:0005975; GO:0102148	carbohydrate metabolic process [GO:0005975]	unknown
Q8DRL7	unreviewed	Q8DRL7_STRR6	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase)	purB spr0056	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357650.1; NC_003098.1.;WP_000610749.1; NC_003098.1.;	spr:spr0056	432	spr0056	PATHWAY: Purine metabolism; AMP biosynthesis via de novo pathway; AMP from IMP: step 2/2. {ECO:0000256|ARBA:ARBA00004734, ECO:0000256|RuleBase:RU361172}.; PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide from 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate: step 2/2. {ECO:0000256|ARBA:ARBA00004706, ECO:0000256|RuleBase:RU361172}.	GO:0004018; GO:0005829; GO:0006189; GO:0044208; GO:0070626	'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]	unknown
Q8DRL9	unreviewed	Q8DRL9_STRR6	N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)	purE spr0053	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357647.1; NC_003098.1.;	spr:spr0053	173	spr0053	PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate from 5-amino-1-(5-phospho-D-ribosyl)imidazole (N5-CAIR route): step 2/2. {ECO:0000256|HAMAP-Rule:MF_01929, ECO:0000256|PIRNR:PIRNR001338}.	GO:0006189; GO:0016829; GO:0034023	'de novo' IMP biosynthetic process [GO:0006189]	unknown
Q8DRM7	reviewed	PUR7_STRR6	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC spr0045	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357639.1; NC_003098.1.;WP_000043299.1; NC_003098.1.;	spr:spr0045	235	spr0045	PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide from 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate: step 1/2. {ECO:0000255|HAMAP-Rule:MF_00137}.	GO:0004639; GO:0005524; GO:0005829; GO:0006189; GO:0009236	'de novo' IMP biosynthetic process [GO:0006189]; cobalamin biosynthetic process [GO:0009236]	unknown
Q8DRN2	unreviewed	Q8DRN2_STRR6	Acyl carrier protein (ACP)	acpP spr0038	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357632.1; NC_003098.1.;WP_000136447.1; NC_003098.1.;	spr:spr0038	77	spr0038	PATHWAY: Lipid metabolism; fatty acid biosynthesis. {ECO:0000256|HAMAP-Rule:MF_01217}.	GO:0000035; GO:0000036; GO:0005829; GO:0009245	lipid A biosynthetic process [GO:0009245]	cytoplasm
Q8DRN4	reviewed	RECO_STRR6	DNA repair protein RecO (Recombination protein O)	recO spr0036	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357630.1; NC_003098.1.;WP_000616166.1; NC_003098.1.;	spr:spr0036	256	spr0036	NA	GO:0006302; GO:0006310; GO:0043590	DNA recombination [GO:0006310]; double-strand break repair [GO:0006302]	unknown
Q8DRN5	unreviewed	Q8DRN5_STRR6	Aminotransferase (EC 2.6.1.-)	aspC spr0035	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357629.1; NC_003098.1.;WP_000366378.1; NC_003098.1.;	spr:spr0035	389	spr0035	NA	GO:0006520; GO:0008483; GO:0009058; GO:0030170	amino acid metabolic process [GO:0006520]; biosynthetic process [GO:0009058]	unknown
Q8DRP2	unreviewed	Q8DRP2_STRR6	dUTP diphosphatase (EC 3.6.1.23)	dut spr0023	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357617.1; NC_003098.1.;WP_000701992.1; NC_003098.1.;	spr:spr0023	147	spr0023	NA	GO:0000287; GO:0004170; GO:0006226; GO:0046081	dUMP biosynthetic process [GO:0006226]; dUTP catabolic process [GO:0046081]	unknown
Q8DRP9	reviewed	TILS_STRR6	tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase)	tilS spr0010	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357604.1; NC_003098.1.;WP_001208977.1; NC_003098.1.;	spr:spr0010	425	spr0010	NA	GO:0005524; GO:0005737; GO:0006400; GO:0016879	tRNA modification [GO:0006400]	cytoplasm
Q8DRQ0	unreviewed	Q8DRQ0_STRR6	beta-lactamase (EC 3.5.2.6)	spr0009	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357603.1; NC_003098.1.;	spr:spr0009	445	spr0009	NA	GO:0008800; GO:0030655; GO:0046677	beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]	unknown
Q8DRQ2	reviewed	PTH_STRR6	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	pth spr0005	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357599.1; NC_003098.1.;WP_000163929.1; NC_003098.1.;	spr:spr0005	189	spr0005	NA	GO:0004045; GO:0005737; GO:0006412	translation [GO:0006412]	cytoplasm
Q8DRQ3	unreviewed	Q8DRQ3_STRR6	Ribosome-binding ATPase YchF	ychF spr0004	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357598.1; NC_003098.1.;WP_001218707.1; NC_003098.1.;	spr:spr0004	371	spr0004	NA	GO:0005524; GO:0005525; GO:0005737; GO:0016887; GO:0043023	NA	unknown
Q8DRQ4	reviewed	DNAA_STRR6	Chromosomal replication initiator protein DnaA	dnaA spr0001	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357595.1; NC_003098.1.;WP_000660615.1; NC_003098.1.;	spr:spr0001	453	spr0001	NA	GO:0003688; GO:0005524; GO:0005737; GO:0005886; GO:0006260; GO:0006270; GO:0006275; GO:0016887	DNA replication [GO:0006260]; DNA replication initiation [GO:0006270]; regulation of DNA replication [GO:0006275]	cytoplasm
Q9EUQ7	reviewed	SCPA_STRR6	Segregation and condensation protein A	scpA spr1691	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359283.1; NC_003098.1.;WP_000351907.1; NC_003098.1.;	spr:spr1691	242	spr1691	NA	GO:0005737; GO:0006260; GO:0007059; GO:0051301	cell division [GO:0051301]; chromosome segregation [GO:0007059]; DNA replication [GO:0006260]	cytoplasm
P0A3T5	reviewed	DPND_STRR6	Protein DpnD	dpnD spr1664	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359256.1; NC_003098.1.;WP_000850938.1; NC_003098.1.;	spr:spr1664	153	spr1664	NA	GO:0009307	DNA restriction-modification system [GO:0009307]	unknown
P64406	reviewed	Y007_STRR6	Uncharacterized protein spr0007	spr0007	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357601.1; NC_003098.1.;WP_001234978.1; NC_003098.1.;	spr:spr0007	88	spr0007	NA	GO:0003723	NA	unknown
