Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ordered locus)	Pathway	Gene Ontology IDs	Subcellular location [CC]
Q88CD7	unreviewed	Q88CD7_PSEPK	Transcriptional regulator, AraC family	PP_5244	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	134	PP_5244	NA	GO:0003700; GO:0043565	NA
Q88CD8	unreviewed	Q88CD8_PSEPK	Hydrolase	ycaC-II PP_5243	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	208	PP_5243	NA	GO:0016787	NA
Q88CD9	unreviewed	Q88CD9_PSEPK	histidine kinase (EC 2.7.13.3)	PP_5242	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	1682	PP_5242	NA	GO:0000155; GO:0005524	NA
Q88CE0	unreviewed	Q88CE0_PSEPK	DNA-binding response regulator, LuxR family	PP_5241	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	330	PP_5241	NA	GO:0000156; GO:0000976; GO:0005829; GO:0006355; GO:0032993	NA
Q88CE1	unreviewed	Q88CE1_PSEPK	Response regulator	PP_5240	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	122	PP_5240	NA	GO:0000160	NA
Q88CE2	unreviewed	Q88CE2_PSEPK	ATP-dependent chelatase	yifB PP_5239	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	496	PP_5239	NA	GO:0003677; GO:0005524; GO:0016887; GO:0032508	NA
Q88CE3	unreviewed	Q88CE3_PSEPK	Fimbrial protein	PP_5238	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	162	PP_5238	NA	NA	NA
Q88CE4	unreviewed	Q88CE4_PSEPK	Uncharacterized protein	PP_5237	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	73	PP_5237	NA	NA	NA
Q88CE5	unreviewed	Q88CE5_PSEPK	DUF4034 domain-containing protein	PP_5236	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	707	PP_5236	NA	NA	NA
Q88CE7	unreviewed	Q88CE7_PSEPK	Activator of NRII(GlnL/NtrB) phosphatase	glnK PP_5234	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	112	PP_5234	NA	GO:0005524; GO:0005829; GO:0006808; GO:0030234	NA
Q88CE9	unreviewed	Q88CE9_PSEPK	Transcriptional regulator SutA RNAP-binding domain-containing protein	PP_5232	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	109	PP_5232	NA	NA	NA
Q88CF0	unreviewed	Q88CF0_PSEPK	(S)-2-haloacid dehalogenase (EC 3.8.1.-)	had PP_5231	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	231	PP_5231	NA	GO:0016311; GO:0046380; GO:0050124	NA
Q88CF2	unreviewed	Q88CF2_PSEPK	DUF484 family protein	PP_5229	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	236	PP_5229	NA	NA	NA
Q88CF5	unreviewed	Q88CF5_PSEPK	Lipoprotein, Lppl family	PP_5226	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	72	PP_5226	NA	GO:0016020	NA
Q88CF7	unreviewed	Q88CF7_PSEPK	DUF1289 domain-containing protein	PP_5224	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	74	PP_5224	NA	NA	NA
Q88CF8	unreviewed	Q88CF8_PSEPK	Regulator of nucleotide diphosphokinase	rnk PP_5223	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	136	PP_5223	NA	GO:0003677; GO:0006354; GO:0032784; GO:0070063	NA
Q88CF9	unreviewed	Q88CF9_PSEPK	Adenylate cyclase (EC 4.6.1.1, EC 4.6.1.6)	cyaA PP_5222	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	951	PP_5222	NA	GO:0004016; GO:0006171; GO:0047805	NA
Q88CG0	reviewed	Y5221_PSEPK	UPF0178 protein PP_5221	PP_5221	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	150	PP_5221	NA	NA	NA
Q88CG3	unreviewed	Q88CG3_PSEPK	DedA family protein	PP_5218	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	214	PP_5218	NA	GO:0005886	NA
Q88CG9	unreviewed	Q88CG9_PSEPK	Oxidoreductase, iron-sulfur-binding	PP_5212	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	322	PP_5212	NA	GO:0016491; GO:0050660; GO:0051537	NA
Q88CH1	unreviewed	Q88CH1_PSEPK	Alcohol dehydrogenase, zinc-containing	PP_5210	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	325	PP_5210	NA	GO:0036132	NA
Q88CH3	unreviewed	Q88CH3_PSEPK	Translation related protein	yhhJ PP_5208	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	370	PP_5208	NA	GO:0005886; GO:0140359	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
Q88CH4	unreviewed	Q88CH4_PSEPK	Ribosome-associated ATPase	rbbA PP_5207	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	906	PP_5207	NA	GO:0005524; GO:0005886; GO:0016887; GO:0140359	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
Q88CH5	unreviewed	Q88CH5_PSEPK	Translation-related protein	yhiI PP_5206	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	319	PP_5206	NA	GO:0005886	NA
Q88CH6	unreviewed	Q88CH6_PSEPK	EVE domain-containing protein	PP_5205	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	149	PP_5205	NA	NA	SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
Q88CH7	unreviewed	Q88CH7_PSEPK	Uncharacterized protein	PP_5204	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	98	PP_5204	NA	GO:0016020	NA
Q88CI0	reviewed	Y5201_PSEPK	UPF0149 protein PP_5201	PP_5201	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	184	PP_5201	NA	GO:0005829	NA
Q88CI1	unreviewed	Q88CI1_PSEPK	Proline aminopeptidase P II (EC 3.4.11.9)	pepP PP_5200	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	444	PP_5200	NA	GO:0005829; GO:0006508; GO:0030145; GO:0070006	NA
Q88CI3	unreviewed	Q88CI3_PSEPK	Tetrameric acyl-CoA thioesterase	PP_5198	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	160	PP_5198	NA	NA	NA
Q88CI5	unreviewed	Q88CI5_PSEPK	Iron(III) iron ABC transporter, periplasmic iron-binding protein	fbpA PP_5196	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	333	PP_5196	NA	GO:0030288; GO:0046872	NA
Q88CI6	unreviewed	Q88CI6_PSEPK	Iron ABC transporter, permease protein	PP_5195	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	540	PP_5195	NA	GO:0005886; GO:0055085	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
Q88CJ0	unreviewed	Q88CJ0_PSEPK	Uncharacterized protein	PP_5191	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	104	PP_5191	NA	NA	NA
Q88CJ1	unreviewed	Q88CJ1_PSEPK	Type II secretion system protein	PP_5190	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	557	PP_5190	NA	GO:0005524; GO:0005886; GO:0016887	NA
Q88CJ2	unreviewed	Q88CJ2_PSEPK	Uncharacterized protein	PP_5189	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	101	PP_5189	NA	NA	NA
Q88CJ3	unreviewed	Q88CJ3_PSEPK	Transcriptional regulator (AsnC/Lrp family)	PP_5188	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	156	PP_5188	NA	GO:0005829; GO:0043200; GO:0043565	NA
Q88CJ4	unreviewed	Q88CJ4_PSEPK	Thiamine triphosphatase (EC 3.-.-.-)	ygiF PP_5187	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	455	PP_5187	NA	GO:0046872; GO:0050355	NA
Q88CJ5	unreviewed	Q88CJ5_PSEPK	Acetylornithine deacetylase (EC 3.5.1.16)	argE PP_5186	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	380	PP_5186	NA	GO:0005737; GO:0006526; GO:0008777; GO:0046872	NA
Q88CJ6	unreviewed	Q88CJ6_PSEPK	Glutamylpolyamine synthetase	spuI PP_5184	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	458	PP_5184	NA	GO:0004356; GO:0006542; GO:0006598	NA
Q88CJ7	unreviewed	Q88CJ7_PSEPK	Glutamylpolyamine synthetase	spuB PP_5183	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	452	PP_5183	NA	GO:0004356; GO:0006542; GO:0006598	NA
Q88CJ8	unreviewed	Q88CJ8_PSEPK	Polyamine:pyruvate transaminase	spuC-II PP_5182	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	453	PP_5182	NA	GO:0003867; GO:0004015; GO:0009102; GO:0009448; GO:0030170	NA
Q88CJ9	unreviewed	Q88CJ9_PSEPK	Spermidine/putrescine ABC transporter-periplasmic subunit	spuD PP_5181	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	365	PP_5181	NA	GO:0015846; GO:0019808; GO:0042597	SUBCELLULAR LOCATION: Periplasm {ECO:0000256|ARBA:ARBA00004418}.
Q88CK0	unreviewed	Q88CK0_PSEPK	Spermidine/putrescine ABC transporter-periplasmic subunit	spuE PP_5180	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	364	PP_5180	NA	GO:0015846; GO:0019808; GO:0042597	SUBCELLULAR LOCATION: Periplasm {ECO:0000256|ARBA:ARBA00004418}.
Q88CK2	unreviewed	Q88CK2_PSEPK	Spermidine/putrescine ABC transporter-inner membrane subunit	spuG PP_5178	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	306	PP_5178	NA	GO:0005886; GO:0055085	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
Q88CK3	unreviewed	Q88CK3_PSEPK	Spermidine/putrescine ABC transporter-permease subunit	spuH PP_5177	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	297	PP_5177	NA	GO:0005886; GO:0055085	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
Q88CK4	unreviewed	Q88CK4_PSEPK	Transposase IS200-like domain-containing protein	PP_5176	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	146	PP_5176	NA	GO:0004803; GO:0006313; GO:0043565	NA
Q88CK5	unreviewed	Q88CK5_PSEPK	HlyD family secretion protein	PP_5175	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	362	PP_5175	NA	GO:0015562; GO:1990281	NA
Q88CK6	unreviewed	Q88CK6_PSEPK	Efflux membrane fusion protein, RND family	PP_5174	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	355	PP_5174	NA	GO:0015562; GO:1990281	NA
Q88CK7	unreviewed	Q88CK7_PSEPK	RND efflux transporter	PP_5173	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	1017	PP_5173	NA	GO:0005886; GO:0042910	NA
Q88CK8	unreviewed	Q88CK8_PSEPK	DUF2292 domain-containing protein	PP_5172	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	60	PP_5172	NA	NA	NA
Q88CK9	unreviewed	Q88CK9_PSEPK	Sulfate ABC transporter	sbp-II PP_5171	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	342	PP_5171	NA	GO:0042597; GO:1901681; GO:1902358	SUBCELLULAR LOCATION: Periplasm {ECO:0000256|ARBA:ARBA00004418}.
Q88CL1	unreviewed	Q88CL1_PSEPK	Sulfate ABC transporter, inner membrane subunit CysW	cysW PP_5169	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	290	PP_5169	NA	GO:0005886; GO:0015419	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
Q88CL3	unreviewed	Q88CL3_PSEPK	Alpha/beta hydrolase	PP_5167	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	193	PP_5167	NA	GO:0016787	NA
Q88CL4	unreviewed	Q88CL4_PSEPK	Sigma-54 dependent transcriptional regulator	PP_5166	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	276	PP_5166	NA	GO:0005524; GO:0006355; GO:0016887	NA
Q88CL5	unreviewed	Q88CL5_PSEPK	NLPA lipoprotein	plpB PP_5165	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	261	PP_5165	NA	GO:0016020	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004635}; Lipid-anchor {ECO:0000256|ARBA:ARBA00004635}.
Q88CL7	unreviewed	Q88CL7_PSEPK	Maltose acetyltransferase (EC 2.3.1.79)	maa PP_5163	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	188	PP_5163	NA	GO:0005829; GO:0008925; GO:0009245	NA
Q88CL8	unreviewed	Q88CL8_PSEPK	DUF6436 domain-containing protein	PP_5162	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	189	PP_5162	NA	NA	NA
Q88CL9	unreviewed	Q88CL9_PSEPK	Lysophospholipase (EC 3.1.1.5)	PP_5161	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	333	PP_5161	NA	GO:0004622; GO:0016020; GO:0047372; GO:0102545	NA
Q88CM0	unreviewed	Q88CM0_PSEPK	DUF2059 domain-containing protein	PP_5160	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	250	PP_5160	NA	NA	NA
Q88CM1	unreviewed	Q88CM1_PSEPK	Fe2OG dioxygenase domain-containing protein	PP_5159	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	207	PP_5159	NA	GO:0005737; GO:0008198; GO:0031418; GO:0031545; GO:0071456	NA
Q88CM2	unreviewed	Q88CM2_PSEPK	Uncharacterized protein	PP_5158	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	167	PP_5158	NA	NA	NA
Q88CM3	unreviewed	Q88CM3_PSEPK	Solute-binding protein family 3/N-terminal domain-containing protein	PP_5157	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	162	PP_5157	NA	NA	NA
Q88CM4	unreviewed	Q88CM4_PSEPK	DUF4399 domain-containing protein	PP_5156	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	158	PP_5156	NA	NA	NA
Q88CM6	unreviewed	Q88CM6_PSEPK	Oxidoreductase, FAD-binding	PP_5154	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	455	PP_5154	NA	GO:0003824; GO:0019516; GO:0022904; GO:0071949	NA
Q88CM7	unreviewed	Q88CM7_PSEPK	Isomerase/hydrolase (EC 3.-.-.-)	ycgM PP_5153	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	221	PP_5153	NA	GO:0016853; GO:0018773; GO:0046872	NA
Q88CM8	unreviewed	Q88CM8_PSEPK	SdiA-regulated domain-containing protein	PP_5152	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	306	PP_5152	NA	GO:0016020	NA
Q88CM9	unreviewed	Q88CM9_PSEPK	SdiA-regulated domain-containing protein	PP_5151	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	300	PP_5151	NA	NA	NA
Q88CN2	unreviewed	Q88CN2_PSEPK	DUF2269 domain-containing protein	PP_5148	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	141	PP_5148	NA	GO:0016020	NA
Q88CN3	unreviewed	Q88CN3_PSEPK	Hydrolase, haloacid dehalogenase-like family	PP_5147	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	218	PP_5147	NA	GO:0016787	NA
Q88CN6	unreviewed	Q88CN6_PSEPK	NRDE family protein	PP_5144	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	248	PP_5144	NA	GO:0007030; GO:0009306	NA
Q88CN7	unreviewed	Q88CN7_PSEPK	Probable membrane transporter protein	PP_5143	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	260	PP_5143	NA	GO:0005886	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363041}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363041}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
Q88CP0	unreviewed	Q88CP0_PSEPK	Transcriptional regulator, MerR family	PP_5140	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	147	PP_5140	NA	GO:0003677; GO:0003700; GO:0045893; GO:0046872	NA
Q88CP2	unreviewed	Q88CP2_PSEPK	Transcriptional regulator LysR family	PP_5138	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	289	PP_5138	NA	GO:0000976; GO:0003700	NA
Q88CP3	unreviewed	Q88CP3_PSEPK	Ferric iron ABC transporter, ATP-binding protein	fbpC PP_5137	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	352	PP_5137	NA	GO:0005524; GO:0016887; GO:0022857; GO:0043190	NA
Q88CP4	unreviewed	Q88CP4_PSEPK	ABC transporter, permease protein	PP_5136	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	574	PP_5136	NA	GO:0005886; GO:0055085	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}.
Q88CP5	unreviewed	Q88CP5_PSEPK	ABC transporter, periplasmic binding protein	PP_5135	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	341	PP_5135	NA	GO:0015888; GO:0030288; GO:0030975; GO:0030976; GO:0046872	NA
Q88CP6	unreviewed	Q88CP6_PSEPK	G domain-containing protein	PP_5134	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	456	PP_5134	NA	GO:0002098; GO:0005525; GO:0005829; GO:0030488; GO:0046872	NA
Q88CP7	unreviewed	Q88CP7_PSEPK	DUF2868 domain-containing protein	PP_5133	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	463	PP_5133	NA	GO:0016020	NA
Q88CP9	unreviewed	Q88CP9_PSEPK	Sodium-cystine symporter	tcyP PP_5131	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	463	PP_5131	NA	GO:0005886; GO:0015184; GO:0015293	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
Q88CQ0	unreviewed	Q88CQ0_PSEPK	Phosphoethanolamine/phosphocholine phosphatase (EC 3.1.3.75)	pchP PP_5130	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	351	PP_5130	NA	GO:0052731; GO:0052732	NA
Q88CQ1	unreviewed	Q88CQ1_PSEPK	Macro domain-containing protein	PP_5129	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	362	PP_5129	NA	NA	NA
Q88CQ3	unreviewed	Q88CQ3_PSEPK	Ribosomal RNA large subunit methyltransferase I (EC 2.1.1.-)	rlmI PP_5127	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	398	PP_5127	NA	GO:0003723; GO:0005737; GO:0008168; GO:0032259	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.
Q88CQ4	unreviewed	Q88CQ4_PSEPK	HDOD domain-containing protein	PP_5126	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	290	PP_5126	NA	NA	NA
Q88CQ6	unreviewed	Q88CQ6_PSEPK	4Fe-4S cluster-containing protein	yfhL PP_5124	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	83	PP_5124	NA	GO:0046872; GO:0051536	NA
Q88CQ8	unreviewed	Q88CQ8_PSEPK	Oxidoreductase, GMC family	PP_5122	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	532	PP_5122	NA	GO:0016614; GO:0050660	NA
Q88CQ9	unreviewed	Q88CQ9_PSEPK	Twin-arginine translocation pathway signal protein	PP_5121	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	161	PP_5121	NA	NA	NA
Q88CR1	unreviewed	Q88CR1_PSEPK	Transcriptional regulator, TetR family	PP_5119	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	221	PP_5119	NA	GO:0000976; GO:0003700	NA
Q88CR2	unreviewed	Q88CR2_PSEPK	3-mercaptopyruvate sulfurtransferase (EC 2.8.1.2)	sseA PP_5118	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	284	PP_5118	NA	GO:0004792; GO:0005829; GO:0016784	NA
Q88CR3	unreviewed	Q88CR3_PSEPK	Hydrolase	yheT PP_5117	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	330	PP_5117	NA	GO:0034338; GO:0044255; GO:0047372	NA
Q88CR4	unreviewed	Q88CR4_PSEPK	Peptidase M16	PP_5116	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	456	PP_5116	NA	GO:0004222; GO:0046872	NA
Q88CR5	unreviewed	Q88CR5_PSEPK	Zinc protease	PP_5115	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	433	PP_5115	NA	GO:0006508; GO:0008237; GO:0046872	NA
Q88CR7	unreviewed	Q88CR7_PSEPK	Predicted Zn-dependent peptidases	PP_5113	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	496	PP_5113	NA	GO:0004222; GO:0046872	NA
Q88CR8	unreviewed	Q88CR8_PSEPK	Processin peptidase (EC 3.4.24.-)	PP_5112	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	451	PP_5112	NA	GO:0006508; GO:0008237; GO:0046872	NA
Q88CS4	unreviewed	Q88CS4_PSEPK	Conserved inner membrane protein	ygdD PP_5106	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	123	PP_5106	NA	GO:0005886	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
Q88CS5	unreviewed	Q88CS5_PSEPK	Sulfur carrier protein ThiS	PP_5105	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	92	PP_5105	NA	NA	NA
