Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ordered locus)	Pathway	Gene Ontology IDs	Subcellular location [CC]
A0A140N5Y0	unreviewed	A0A140N5Y0_ECOBD	Uracil-xanthine permease	ECBD_0070	Escherichia coli (strain B / BL21-DE3)	463	ECBD_0070	NA	GO:0005886; GO:0042907	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N5Y2	unreviewed	A0A140N5Y2_ECOBD	N-acetyltransferase	ECBD_0757	Escherichia coli (strain B / BL21-DE3)	378	ECBD_0757	NA	NA	NA
A0A140N5Y4	unreviewed	A0A140N5Y4_ECOBD	Peptidase C48 SUMO/Sentrin/Ubl1	ECBD_1389	Escherichia coli (strain B / BL21-DE3)	402	ECBD_1389	NA	GO:0006508; GO:0008234	NA
A0A140N5Y5	unreviewed	A0A140N5Y5_ECOBD	Multidrug-efflux transporter	ECBD_1662	Escherichia coli (strain B / BL21-DE3)	495	ECBD_1662	NA	GO:0005886; GO:0006811; GO:0015297; GO:0042910	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N5Y6	unreviewed	A0A140N5Y6_ECOBD	Toxin	ECBD_0051	Escherichia coli (strain B / BL21-DE3)	121	ECBD_0051	NA	NA	NA
A0A140N5Y8	unreviewed	A0A140N5Y8_ECOBD	DNA-damage-inducible protein D	ECBD_0080	Escherichia coli (strain B / BL21-DE3)	274	ECBD_0080	NA	NA	NA
A0A140N5Z2	unreviewed	A0A140N5Z2_ECOBD	Fimbrial biogenesis outer membrane usher protein	ECBD_0695	Escherichia coli (strain B / BL21-DE3)	837	ECBD_0695	NA	GO:0009279; GO:0009297; GO:0015473	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000256|ARBA:ARBA00004571, ECO:0000256|RuleBase:RU003884}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004571, ECO:0000256|RuleBase:RU003884}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N5Z4	unreviewed	A0A140N5Z4_ECOBD	Uncharacterized lipoprotein YghG	ECBD_0767	Escherichia coli (strain B / BL21-DE3)	136	ECBD_0767	NA	NA	NA
A0A140N5Z5	unreviewed	A0A140N5Z5_ECOBD	Ubiquinone biosynthesis accessory factor UbiT	ubiT ECBD_0583	Escherichia coli (strain B / BL21-DE3)	174	ECBD_0583	PATHWAY: Cofactor biosynthesis; ubiquinone biosynthesis. {ECO:0000256|HAMAP-Rule:MF_02231}.	GO:0006744	NA
A0A140N5Z6	unreviewed	A0A140N5Z6_ECOBD	Major facilitator superfamily MFS_1	ECBD_0062	Escherichia coli (strain B / BL21-DE3)	433	ECBD_0062	NA	GO:0005886; GO:0015134	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N5Z7	unreviewed	A0A140N5Z7_ECOBD	Large ribosomal subunit protein bL33	rpmG ECBD_0090	Escherichia coli (strain B / BL21-DE3)	55	ECBD_0090	NA	GO:0003735; GO:0006412; GO:0022625	NA
A0A140N5Z8	unreviewed	A0A140N5Z8_ECOBD	Polymyxin resistance protein B	ECBD_1399	Escherichia coli (strain B / BL21-DE3)	88	ECBD_1399	NA	NA	NA
A0A140N603	unreviewed	A0A140N603_ECOBD	Ybl159	ECBD_0072	Escherichia coli (strain B / BL21-DE3)	288	ECBD_0072	NA	NA	NA
A0A140N605	unreviewed	A0A140N605_ECOBD	Lipopolysaccharide core biosynthesis protein	ECBD_0101	Escherichia coli (strain B / BL21-DE3)	230	ECBD_0101	NA	NA	NA
A0A140N606	unreviewed	A0A140N606_ECOBD	Uncharacterized protein	ECBD_0992	Escherichia coli (strain B / BL21-DE3)	44	ECBD_0992	NA	NA	NA
A0A140N608	unreviewed	A0A140N608_ECOBD	YfaZ family protein	ECBD_1409	Escherichia coli (strain B / BL21-DE3)	180	ECBD_1409	NA	NA	NA
A0A140N610	unreviewed	A0A140N610_ECOBD	Bacterial OB-fold domain-containing protein	ECBD_0715	Escherichia coli (strain B / BL21-DE3)	130	ECBD_0715	NA	NA	NA
A0A140N613	unreviewed	A0A140N613_ECOBD	YicC domain protein	ECBD_0082	Escherichia coli (strain B / BL21-DE3)	287	ECBD_0082	NA	GO:0004521	NA
A0A140N615	unreviewed	A0A140N615_ECOBD	Divergent polysaccharide deacetylase family protein	ECBD_0111	Escherichia coli (strain B / BL21-DE3)	319	ECBD_0111	NA	GO:0005975	NA
A0A140N616	unreviewed	A0A140N616_ECOBD	NADH/Ubiquinone/plastoquinone (Complex I)	ECBD_1002	Escherichia coli (strain B / BL21-DE3)	608	ECBD_1002	NA	GO:0008137; GO:0016020; GO:0042773	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU000320}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU000320}.
A0A140N618	unreviewed	A0A140N618_ECOBD	YggT family protein	ECBD_0788	Escherichia coli (strain B / BL21-DE3)	188	ECBD_0788	NA	GO:0016020	NA
A0A140N623	unreviewed	A0A140N623_ECOBD	Putative outer membrane lipoprotein	ECBD_0725	Escherichia coli (strain B / BL21-DE3)	85	ECBD_0725	NA	GO:0009279	NA
A0A140N624	unreviewed	A0A140N624_ECOBD	GntR domain protein	ECBD_0121	Escherichia coli (strain B / BL21-DE3)	258	ECBD_0121	NA	GO:0003677; GO:0003700	NA
A0A140N625	unreviewed	A0A140N625_ECOBD	4Fe-4S ferredoxin iron-sulfur binding domain protein	ECBD_1012	Escherichia coli (strain B / BL21-DE3)	175	ECBD_1012	NA	GO:0046872; GO:0051536	NA
A0A140N629	unreviewed	A0A140N629_ECOBD	Glycosyl transferase family 2	ECBD_0103	Escherichia coli (strain B / BL21-DE3)	327	ECBD_0103	NA	GO:0016740	NA
A0A140N633	unreviewed	A0A140N633_ECOBD	Short-chain dehydrogenase/reductase SDR	ECBD_0735	Escherichia coli (strain B / BL21-DE3)	294	ECBD_0735	NA	GO:0016614	NA
A0A140N634	unreviewed	A0A140N634_ECOBD	PTS system, glucitol/sorbitol-specific, IIBC subunit (EC 2.7.1.69)	ECBD_1022	Escherichia coli (strain B / BL21-DE3)	319	ECBD_1022	NA	GO:0005886; GO:0008982; GO:0009401; GO:0103111	NA
A0A140N635	unreviewed	A0A140N635_ECOBD	Two component, sigma54 specific, transcriptional regulator, Fis family	ECBD_1439	Escherichia coli (strain B / BL21-DE3)	461	ECBD_1439	NA	GO:0000160; GO:0005524; GO:0006355; GO:0016887; GO:0043565	NA
A0A140N636	unreviewed	A0A140N636_ECOBD	Secretion protein HlyD family protein	ECBD_0131	Escherichia coli (strain B / BL21-DE3)	378	ECBD_0131	NA	GO:0005886	NA
A0A140N639	unreviewed	A0A140N639_ECOBD	Transcriptional regulator, LuxR family	ECBD_1726	Escherichia coli (strain B / BL21-DE3)	240	ECBD_1726	NA	GO:0003677; GO:0006355	NA
A0A140N641	unreviewed	A0A140N641_ECOBD	DUF805 domain-containing protein	ECBD_0634	Escherichia coli (strain B / BL21-DE3)	118	ECBD_0634	NA	GO:0005886	NA
A0A140N643	unreviewed	A0A140N643_ECOBD	Hydrogenase expression/formation protein	ECBD_0745	Escherichia coli (strain B / BL21-DE3)	164	ECBD_0745	NA	GO:0004190; GO:0008047; GO:0016485; GO:0046872	NA
A0A140N648	unreviewed	A0A140N648_ECOBD	YadA domain protein	ECBD_0123	Escherichia coli (strain B / BL21-DE3)	1616	ECBD_0123	NA	GO:0009279; GO:0009986; GO:0015031	SUBCELLULAR LOCATION: Cell surface {ECO:0000256|ARBA:ARBA00004241}.
A0A140N649	unreviewed	A0A140N649_ECOBD	Aldehyde dehydrogenase (NAD(+)) (EC 1.2.1.3)	ECBD_0142	Escherichia coli (strain B / BL21-DE3)	512	ECBD_0142	NA	GO:0004029; GO:0043878	NA
A0A140N650	unreviewed	A0A140N650_ECOBD	Lipoprotein	ECBD_1736	Escherichia coli (strain B / BL21-DE3)	107	ECBD_1736	NA	NA	NA
A0A140N651	unreviewed	A0A140N651_ECOBD	SNARE associated Golgi protein	ECBD_0644	Escherichia coli (strain B / BL21-DE3)	220	ECBD_0644	NA	GO:0005886	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|RuleBase:RU367016}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU367016}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N652	unreviewed	A0A140N652_ECOBD	UPF0149 protein YgfB	ygfB ECBD_0828	Escherichia coli (strain B / BL21-DE3)	194	ECBD_0828	NA	GO:0005829	NA
A0A140N656	unreviewed	A0A140N656_ECOBD	Sel1 repeat family protein	ECBD_0134	Escherichia coli (strain B / BL21-DE3)	153	ECBD_0134	NA	NA	NA
A0A140N657	unreviewed	A0A140N657_ECOBD	Polysaccharide biosynthesis protein	ECBD_0755	Escherichia coli (strain B / BL21-DE3)	355	ECBD_0755	NA	GO:0005886	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N658	unreviewed	A0A140N658_ECOBD	Hexulose-6-phosphate isomerase (EC 5.1.3.22)	ECBD_0152	Escherichia coli (strain B / BL21-DE3)	286	ECBD_0152	NA	GO:0003677; GO:0006281; GO:0008270; GO:0016861; GO:0019852; GO:0034015	NA
A0A140N660	unreviewed	A0A140N660_ECOBD	UPF0352 protein YejL	yejL ECBD_1470	Escherichia coli (strain B / BL21-DE3)	75	ECBD_1470	NA	NA	NA
A0A140N663	unreviewed	A0A140N663_ECOBD	Uncharacterized protein	ECBD_0654	Escherichia coli (strain B / BL21-DE3)	45	ECBD_0654	NA	NA	NA
A0A140N664	unreviewed	A0A140N664_ECOBD	DUF3302 domain-containing protein	ECBD_0144	Escherichia coli (strain B / BL21-DE3)	107	ECBD_0144	NA	GO:0016020	NA
A0A140N665	unreviewed	A0A140N665_ECOBD	Lipoprotein AcfD-like protein	ECBD_0765	Escherichia coli (strain B / BL21-DE3)	1520	ECBD_0765	NA	GO:0005886; GO:0044325; GO:0090314	NA
A0A140N666	unreviewed	A0A140N666_ECOBD	Aminotransferase class I and II	ECBD_0162	Escherichia coli (strain B / BL21-DE3)	417	ECBD_0162	NA	GO:0005829; GO:0009042; GO:0009058; GO:0030170; GO:1901605	NA
A0A140N668	unreviewed	A0A140N668_ECOBD	Channel protein, hemolysin III family	ECBD_0838	Escherichia coli (strain B / BL21-DE3)	219	ECBD_0838	NA	GO:0005886; GO:0046872; GO:0140911	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N670	unreviewed	A0A140N670_ECOBD	Transcriptional regulator, ArsR family	ECBD_1052	Escherichia coli (strain B / BL21-DE3)	99	ECBD_1052	NA	GO:0003700	NA
A0A140N671	unreviewed	A0A140N671_ECOBD	Extracellular solute-binding protein family 5	ECBD_1480	Escherichia coli (strain B / BL21-DE3)	604	ECBD_1480	NA	GO:0030288; GO:0042884; GO:0043190; GO:1904680	NA
A0A140N672	unreviewed	A0A140N672_ECOBD	Chemotaxis protein CheY	ECBD_1756	Escherichia coli (strain B / BL21-DE3)	129	ECBD_1756	NA	GO:0000155; GO:0009927	NA
A0A140N673	unreviewed	A0A140N673_ECOBD	Carbohydrate kinase FGGY	ECBD_0154	Escherichia coli (strain B / BL21-DE3)	498	ECBD_0154	NA	GO:0005975; GO:0016301; GO:0016310; GO:0016773	NA
A0A140N674	unreviewed	A0A140N674_ECOBD	Amino acid permease-associated region	ECBD_0664	Escherichia coli (strain B / BL21-DE3)	477	ECBD_0664	NA	GO:0005886; GO:0022857	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N682	unreviewed	A0A140N682_ECOBD	Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase	ECBD_0164	Escherichia coli (strain B / BL21-DE3)	274	ECBD_0164	NA	GO:0004040	NA
A0A140N685	unreviewed	A0A140N685_ECOBD	Selenium metabolism protein SsnA	ECBD_0858	Escherichia coli (strain B / BL21-DE3)	442	ECBD_0858	NA	GO:0016810	NA
A0A140N691	unreviewed	A0A140N691_ECOBD	YeiH family protein	ECBD_1500	Escherichia coli (strain B / BL21-DE3)	349	ECBD_1500	NA	GO:0005886	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N692	unreviewed	A0A140N692_ECOBD	DUF3053 domain-containing protein	ECBD_0183	Escherichia coli (strain B / BL21-DE3)	236	ECBD_0183	NA	NA	NA
A0A140N693	unreviewed	A0A140N693_ECOBD	YebB family permuted papain-like enzyme	ECBD_1776	Escherichia coli (strain B / BL21-DE3)	200	ECBD_1776	NA	NA	NA
A0A140N695	unreviewed	A0A140N695_ECOBD	PAS modulated sigma54 specific transcriptional regulator, Fis family	ECBD_0868	Escherichia coli (strain B / BL21-DE3)	592	ECBD_0868	NA	GO:0005524; GO:0006355; GO:0016887; GO:0043565	NA
A0A140N696	unreviewed	A0A140N696_ECOBD	2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58)	ECBD_0009	Escherichia coli (strain B / BL21-DE3)	292	ECBD_0009	NA	GO:0008671; GO:0034194	NA
A0A140N697	unreviewed	A0A140N697_ECOBD	Diguanylate cyclase	ECBD_1082	Escherichia coli (strain B / BL21-DE3)	407	ECBD_1082	NA	GO:0007165; GO:0016020	NA
A0A140N6A0	unreviewed	A0A140N6A0_ECOBD	OmpA/MotB domain protein	ECBD_0185	Escherichia coli (strain B / BL21-DE3)	219	ECBD_0185	NA	GO:0009279	NA
A0A140N6A1	unreviewed	A0A140N6A1_ECOBD	Binding-protein-dependent transport systems inner membrane component	ECBD_0193	Escherichia coli (strain B / BL21-DE3)	339	ECBD_0193	NA	GO:0005886; GO:0071916	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N6A2	unreviewed	A0A140N6A2_ECOBD	Pili assembly chaperone, N-terminal	ECBD_0694	Escherichia coli (strain B / BL21-DE3)	249	ECBD_0694	NA	GO:0030288; GO:0061077; GO:0071555	SUBCELLULAR LOCATION: Periplasm {ECO:0000256|ARBA:ARBA00004418, ECO:0000256|RuleBase:RU003918}.
A0A140N6A3	unreviewed	A0A140N6A3_ECOBD	Uncharacterized protein	ECBD_1786	Escherichia coli (strain B / BL21-DE3)	49	ECBD_1786	NA	NA	NA
A0A140N6A4	unreviewed	A0A140N6A4_ECOBD	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	ECBD_0878	Escherichia coli (strain B / BL21-DE3)	393	ECBD_0878	NA	GO:0003985; GO:0005829; GO:0006635	NA
A0A140N6A9	unreviewed	A0A140N6A9_ECOBD	SNARE associated Golgi protein	ECBD_1522	Escherichia coli (strain B / BL21-DE3)	192	ECBD_1522	NA	GO:0005886	NA
A0A140N6B2	unreviewed	A0A140N6B2_ECOBD	Oxidative stress defense protein	ECBD_0816	Escherichia coli (strain B / BL21-DE3)	246	ECBD_0816	NA	GO:0006974	NA
A0A140N6B4	unreviewed	A0A140N6B4_ECOBD	Cellulose biosynthesis protein BcsE	ECBD_0203	Escherichia coli (strain B / BL21-DE3)	519	ECBD_0203	NA	GO:0035438	NA
A0A140N6B6	unreviewed	A0A140N6B6_ECOBD	Uncharacterized protein	ECBD_0030	Escherichia coli (strain B / BL21-DE3)	82	ECBD_0030	NA	NA	NA
A0A140N6B7	unreviewed	A0A140N6B7_ECOBD	Exonuclease RNase T and DNA polymerase III	ECBD_1796	Escherichia coli (strain B / BL21-DE3)	220	ECBD_1796	NA	GO:0003676; GO:0005829; GO:0008408; GO:0045004	NA
A0A140N6B8	unreviewed	A0A140N6B8_ECOBD	Transcriptional regulator, MerR family	ECBD_1532	Escherichia coli (strain B / BL21-DE3)	243	ECBD_1532	NA	GO:0003677; GO:0003700	NA
A0A140N6B9	unreviewed	A0A140N6B9_ECOBD	Cellulose synthase operon protein YhjQ	ECBD_0205	Escherichia coli (strain B / BL21-DE3)	250	ECBD_0205	NA	GO:0005524; GO:0005829; GO:0009898; GO:0016887; GO:0051782	NA
A0A140N6C0	unreviewed	A0A140N6C0_ECOBD	Prepilin peptidase-dependent protein	ECBD_0899	Escherichia coli (strain B / BL21-DE3)	156	ECBD_0899	NA	GO:0016020	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.
A0A140N6C2	unreviewed	A0A140N6C2_ECOBD	DUF1198 domain-containing protein	ECBD_0040	Escherichia coli (strain B / BL21-DE3)	150	ECBD_0040	NA	NA	NA
A0A140N6C3	unreviewed	A0A140N6C3_ECOBD	Mammalian cell entry related domain protein	ECBD_1806	Escherichia coli (strain B / BL21-DE3)	877	ECBD_1806	NA	GO:0016020	NA
A0A140N6C5	unreviewed	A0A140N6C5_ECOBD	Two component transcriptional regulator, winged helix family	ECBD_0714	Escherichia coli (strain B / BL21-DE3)	219	ECBD_0714	NA	GO:0000156; GO:0000976; GO:0005829; GO:0006355; GO:0032993	NA
A0A140N6C9	unreviewed	A0A140N6C9_ECOBD	DUF4132 domain-containing protein	ECBD_1542	Escherichia coli (strain B / BL21-DE3)	1210	ECBD_1542	NA	NA	NA
A0A140N6D0	unreviewed	A0A140N6D0_ECOBD	AsmA family protein	ECBD_0215	Escherichia coli (strain B / BL21-DE3)	691	ECBD_0215	NA	GO:0005886; GO:0090313	NA
A0A140N6D1	unreviewed	A0A140N6D1_ECOBD	Aec77	ECBD_0050	Escherichia coli (strain B / BL21-DE3)	162	ECBD_0050	NA	NA	NA
A0A140N6D2	unreviewed	A0A140N6D2_ECOBD	Uncharacterized protein YebO	ECBD_1816	Escherichia coli (strain B / BL21-DE3)	95	ECBD_1816	NA	GO:0005886	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004162}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004162}. Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.
A0A140N6D3	unreviewed	A0A140N6D3_ECOBD	ATP/GTP-binding protein	ECBD_0014	Escherichia coli (strain B / BL21-DE3)	404	ECBD_0014	NA	NA	NA
A0A140N6D6	unreviewed	A0A140N6D6_ECOBD	Transcription factor	ECBD_1552	Escherichia coli (strain B / BL21-DE3)	81	ECBD_1552	NA	NA	NA
A0A140N6D7	unreviewed	A0A140N6D7_ECOBD	Glycoside hydrolase family 1	ECBD_0836	Escherichia coli (strain B / BL21-DE3)	477	ECBD_0836	NA	GO:0005829; GO:0008422; GO:0016052	NA
A0A140N6D8	unreviewed	A0A140N6D8_ECOBD	HAD superfamily (Subfamily IF) hydrolase, YfhB	ECBD_1122	Escherichia coli (strain B / BL21-DE3)	211	ECBD_1122	NA	GO:0016020; GO:0016787; GO:0046872	NA
A0A140N6D9	unreviewed	A0A140N6D9_ECOBD	Uncharacterized protein	ECBD_0223	Escherichia coli (strain B / BL21-DE3)	56	ECBD_0223	NA	NA	NA
A0A140N6E0	unreviewed	A0A140N6E0_ECOBD	Integral membrane protein TerC	ECBD_1826	Escherichia coli (strain B / BL21-DE3)	518	ECBD_1826	NA	GO:0005886; GO:0050660	NA
A0A140N6E1	unreviewed	A0A140N6E1_ECOBD	Transcriptional regulator, AraC family	ECBD_0225	Escherichia coli (strain B / BL21-DE3)	242	ECBD_0225	NA	GO:0000976; GO:0003700; GO:0005829	NA
A0A140N6E2	unreviewed	A0A140N6E2_ECOBD	Glucan 1,3-alpha-glucosidase (EC 3.2.1.84)	ECBD_0061	Escherichia coli (strain B / BL21-DE3)	793	ECBD_0061	NA	GO:0005975; GO:0030246; GO:0033919	NA
A0A140N6E4	unreviewed	A0A140N6E4_ECOBD	Inner membrane protein	ECBD_0025	Escherichia coli (strain B / BL21-DE3)	149	ECBD_0025	NA	GO:0016020	NA
A0A140N6E8	unreviewed	A0A140N6E8_ECOBD	Protein YhiD	ECBD_0233	Escherichia coli (strain B / BL21-DE3)	215	ECBD_0233	NA	GO:0005886	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|RuleBase:RU365041}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU365041}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N6E9	unreviewed	A0A140N6E9_ECOBD	Outer membrane lipoprotein, Slp family	ECBD_1836	Escherichia coli (strain B / BL21-DE3)	193	ECBD_1836	NA	GO:0019867	NA
A0A140N6F0	unreviewed	A0A140N6F0_ECOBD	D-galactonate transporter	ECBD_0940	Escherichia coli (strain B / BL21-DE3)	450	ECBD_0940	NA	GO:0005886; GO:0006820; GO:0022857	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N6F2	unreviewed	A0A140N6F2_ECOBD	Histidine kinase (EC 2.7.13.3)	ECBD_0035	Escherichia coli (strain B / BL21-DE3)	500	ECBD_0035	NA	GO:0000155; GO:0005886; GO:0046983	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N6F5	unreviewed	A0A140N6F5_ECOBD	Selenate reductase, molybdenum-binding subunit (EC 1.17.1.4)	ECBD_0856	Escherichia coli (strain B / BL21-DE3)	956	ECBD_0856	NA	GO:0004854; GO:0005506	NA
A0A140N6F7	unreviewed	A0A140N6F7_ECOBD	Uncharacterized protein	ECBD_1849	Escherichia coli (strain B / BL21-DE3)	39	ECBD_1849	NA	NA	NA
A0A140N6F8	unreviewed	A0A140N6F8_ECOBD	Outer membrane lipoprotein, Slp family	ECBD_0235	Escherichia coli (strain B / BL21-DE3)	188	ECBD_0235	NA	GO:0019867	NA
A0A140N6F9	unreviewed	A0A140N6F9_ECOBD	DUF1508 domain-containing protein	ECBD_1573	Escherichia coli (strain B / BL21-DE3)	110	ECBD_1573	NA	NA	NA
A0A140N6G1	unreviewed	A0A140N6G1_ECOBD	ATP-binding protein yghR	ECBD_0754	Escherichia coli (strain B / BL21-DE3)	252	ECBD_0754	NA	GO:0004798; GO:0005524; GO:0005829; GO:0006227; GO:0006233; GO:0006235	NA
A0A140N6G2	unreviewed	A0A140N6G2_ECOBD	Uncharacterized protein	ECBD_0081	Escherichia coli (strain B / BL21-DE3)	46	ECBD_0081	NA	NA	NA
A0A140N6G3	unreviewed	A0A140N6G3_ECOBD	Carboxylate/amino acid/amine transporter	ECBD_0045	Escherichia coli (strain B / BL21-DE3)	307	ECBD_0045	NA	GO:0005886	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N6G4	unreviewed	A0A140N6G4_ECOBD	Diaminopropionate ammonia-lyase	ECBD_0866	Escherichia coli (strain B / BL21-DE3)	398	ECBD_0866	NA	GO:0008838; GO:0030170	NA
A0A140N6G5	unreviewed	A0A140N6G5_ECOBD	Secretion protein HlyD family protein	ECBD_0253	Escherichia coli (strain B / BL21-DE3)	355	ECBD_0253	NA	GO:0005886	NA
A0A140N6G7	unreviewed	A0A140N6G7_ECOBD	Electron transfer flavoprotein alpha subunit	ECBD_0960	Escherichia coli (strain B / BL21-DE3)	286	ECBD_0960	NA	GO:0009055; GO:0033539; GO:0050660	NA
A0A140N6H1	unreviewed	A0A140N6H1_ECOBD	Uncharacterized protein	ECBD_0056	Escherichia coli (strain B / BL21-DE3)	51	ECBD_0056	NA	NA	NA
A0A140N6H2	unreviewed	A0A140N6H2_ECOBD	von Willebrand factor type A	ECBD_1583	Escherichia coli (strain B / BL21-DE3)	219	ECBD_1583	NA	NA	NA
A0A140N6H3	unreviewed	A0A140N6H3_ECOBD	Helix-turn-helix transcriptional regulator	ECBD_0876	Escherichia coli (strain B / BL21-DE3)	189	ECBD_0876	NA	NA	NA
A0A140N6H4	unreviewed	A0A140N6H4_ECOBD	Nickel ABC transporter, permease subunit NikC	ECBD_0263	Escherichia coli (strain B / BL21-DE3)	277	ECBD_0263	NA	GO:0005886; GO:0015099; GO:0071916	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N6H6	unreviewed	A0A140N6H6_ECOBD	Alcohol dehydrogenase zinc-binding domain protein	ECBD_1870	Escherichia coli (strain B / BL21-DE3)	347	ECBD_1870	NA	GO:0003939; GO:0006062; GO:0008270	NA
A0A140N6H8	unreviewed	A0A140N6H8_ECOBD	ABC-2 type transporter	ECBD_0255	Escherichia coli (strain B / BL21-DE3)	374	ECBD_0255	NA	GO:0005886; GO:0140359	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N6I0	unreviewed	A0A140N6I0_ECOBD	Transcriptional regulator, LacI family	ECBD_0887	Escherichia coli (strain B / BL21-DE3)	343	ECBD_0887	NA	GO:0000976; GO:0003700	NA
A0A140N6I1	unreviewed	A0A140N6I1_ECOBD	Lipopolysaccharide glucosyltransferase I (EC 2.4.1.58)	ECBD_0102	Escherichia coli (strain B / BL21-DE3)	341	ECBD_0102	PATHWAY: Bacterial outer membrane biogenesis; LPS core biosynthesis. {ECO:0000256|ARBA:ARBA00004713}.	GO:0008918; GO:0008919; GO:0046872	NA
A0A140N6I3	unreviewed	A0A140N6I3_ECOBD	Integrase family protein	ECBD_0066	Escherichia coli (strain B / BL21-DE3)	394	ECBD_0066	NA	GO:0003677; GO:0006310; GO:0015074; GO:0044826; GO:0046718; GO:0075713	NA
A0A140N6I4	unreviewed	A0A140N6I4_ECOBD	YhhN family protein	ECBD_0273	Escherichia coli (strain B / BL21-DE3)	208	ECBD_0273	NA	GO:0016020; GO:0016787	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140N6I7	unreviewed	A0A140N6I7_ECOBD	SseB family protein	ECBD_1162	Escherichia coli (strain B / BL21-DE3)	258	ECBD_1162	NA	NA	NA
A0A140N6I8	unreviewed	A0A140N6I8_ECOBD	Peptidase M23	ECBD_0112	Escherichia coli (strain B / BL21-DE3)	419	ECBD_0112	NA	GO:0000920; GO:0004222	NA
A0A140N6J2	unreviewed	A0A140N6J2_ECOBD	Extracellular solute-binding protein family 1	ECBD_1890	Escherichia coli (strain B / BL21-DE3)	388	ECBD_1890	NA	GO:0030288; GO:0071702	NA
